1.48512, 1.04586
0.423624, 1.19293
0.953692, 1.22528
2.10411, 0.0946342
1.70175, 0.79616
2.02159, 0.258004
1.5451, -0.432116
-1.24495, 1.00158
-1.46054, 0.789131
-1.73033, 0.6306
0.648747, -0.681713
1.38337, 1.07011
1.56534, 0.906036
-1.00795, -0.714207
1.90462, 0.498023
-1.83321, 0.519702
1.91939, -0.235775
2.14183, 0.2465
-1.76938, 0.487504
1.59138, -0.595701
1.02987, -0.613451
-1.62174, 0.737798
1.24453, 0.983757
0.930851, -0.7639
-0.613314, 1.09483
1.84037, -0.25873
0.558639, -0.870042
0.659938, -0.716155
-0.538758, -0.762911
-1.81065, -0.171731
-1.578, 0.784754
-1.04613, 0.915834
-1.50214, 0.858754
-1.34401, 0.831546
1.42467, -0.635769
-1.90099, 0.381259
-0.225101, -0.733303
1.80689, -0.31043
-1.9071, 0.189276
-1.72162, 0.544262
-1.80393, 0.11601
2.05179, 0.0919058
-0.965777, 0.931712
-0.920397, -0.718131
2.0068, 0.0459296
0.658725, -0.721396
2.13347, 0.25762
-1.81341, 0.5035
-1.32536, 0.781883
0.0638105, 1.26435
2.15152, 0.0457807
1.95951, 0.505519
1.59142, -0.541713
1.21648, 0.99592
-0.186462, 1.13448
-1.8053, 0.291294
0.181308, -0.788313
1.954, 0.50879
1.83985, -0.392451
1.46916, 0.904008
-0.336071, -0.755753
0.820595, -0.748236
-0.949864, 1.0647
-1.36123, 0.847927
1.79017, -0.281668
1.63515, 0.902032
-1.09974, 0.975816
1.31343, 1.06087
2.04415, 0.0412031
-1.37394, 0.839432
-1.93304, 0.030507
0.860638, 1.12805
1.24543, 1.06085
-1.95336, 0.39765
-1.2239, -0.496679
-1.08614, 1.03301
1.07358, 1.04199
2.09006, 0.394681
1.04184, -0.64145
-1.59738, 0.603346
2.03466, 0.211975
-0.150904, 1.11515
-1.06085, 1.12317
0.57251, 1.11952
0.817667, 1.11222
1.02164, 1.10406
1.31336, 1.09158
1.93832, -0.0368548
0.276959, -0.868585
-0.351785, 1.1116
-1.99953, 0.0901026
-0.435982, 1.15064
-1.08528, 0.901899
-1.90763, 0.15099
0.0307584, 1.15259
